gid,role,role_score,cluster_id,priority_score,evidence,role_detail,secondary_roles,depth,is_seed
100000000993112100,terminal,0.9,18,0.6038996061169011,1 payer → 141k in; no outgoing transfers although depth 2 was crawled; seed money in 21k,terminal_observed,,2,False
100000005547096100,peripheral,0.5666666666666667,36,0.4341521525557002,1 payer / 2 recipients; 226k out; no role rule met; seed money in 8k,weak_signal,,2,False
100000000331309100,distributor,1.0,7,0.8645379909238002,pays 99 recipients 23.00M; from 5 payers; 100% passed on within 2 days; seed money in 34k; flags repeat_amount,distributor,transit,2,False
100000006684930100,terminal,0.9,8,0.557524365728357,1 payer → 10k in; no outgoing transfers although depth 2 was crawled; seed money in 3k,terminal_observed,,2,False
100000004479404100,peripheral,0.7486595174262735,34,0.5244056796163227,2 payers / 1 recipient; 300k out; no role rule met; seed money in 3k; flags round_amounts,weak_signal,,2,False
100000004134060100,terminal,0.9,3,0.5808822327669335,1 payer → 88k in; no outgoing transfers although depth 2 was crawled; seed money in 11k,terminal_observed,,2,False
100000001083990100,terminal,0.9,12,0.6346802355671536,1 payer → 50k in; no outgoing transfers although depth 2 was crawled; seed money in 50k,terminal_observed,,2,False
100000004573782100,terminal,0.9,28,0.47471630065865106,1 payer → 15k in; no outgoing transfers although depth 2 was crawled; seed money in 8k,terminal_observed,,2,False
100000005660203100,peripheral,0.5666666666666667,2,0.6342262439823416,1 payer / 2 recipients; 41k out; no role rule met; seed money in 525k; flags near_threshold,weak_signal,,2,False
100000008771627100,terminal,0.9,17,0.38360018958688585,1 payer → 16k in; no outgoing transfers although depth 2 was crawled; seed money in 312,terminal_observed,,2,False
100000000031787100,transit,1.0,28,0.6628277138254965,"90k in from 1, 90k out to 2 (100%); 44% forwarded within 2 days; seed money in 48k; flags round_amounts",transit,,2,False
100000001346560100,peripheral,0.0,13,0.4909238002364389,"10k in, 22k out (222%); 50% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 10k",weak_signal,transit,2,False
100000001703168100,transit,1.0,4,0.6216960762415308,"45k in from 1, 90k out to 1 (200%); 100% forwarded within 2 days; seed money in 636",transit,,2,False
100000004904960100,terminal,0.9,11,0.6211285867605159,2 payers → 32k in; no outgoing transfers although depth 2 was crawled; seed money in 22k,terminal_observed,,2,False
100000004467157100,peripheral,0.5625,21,0.3987408089403655,1 payer / 1 recipient; 7k out; no role rule met; seed money in 9k,weak_signal,,2,False
100000008346837100,peripheral,0.0,4,0.49535021818835573,"254k in, 1.26M out (495%); 83% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 15k; flags near_threshold",weak_signal,transit,2,False
100000006385877100,peripheral,0.1480815121115424,5,0.32435428776892195,1 payer / 1 recipient; 37k out; no role rule met; seed money in 54k; flags near_threshold,weak_signal,,2,False
100000002459093100,peripheral,0.7833333333333333,5,0.5158025390841356,1 payer / 1 recipient; 55k out; no role rule met; seed money in 43k; flags round_amounts,weak_signal,,2,False
100000005053653100,peripheral,0.5045423556830974,4,0.4803911954688008,2 payers / 1 recipient; 25k out; no role rule met; seed money in 2k,weak_signal,,2,False
100000001557930100,terminal,0.9,19,0.475397288035869,1 payer → 35k in; no outgoing transfers although depth 2 was crawled; seed money in 8k,terminal_observed,,2,False
100000002820010100,terminal,0.9,19,0.471038968821674,1 payer → 30k in; no outgoing transfers although depth 2 was crawled; seed money in 7k,terminal_observed,,2,False
100000000769919100,terminal,0.9,41,0.5720974956008216,1 payer → 250k in; no outgoing transfers although depth 2 was crawled; seed money in 200k,terminal_observed,,2,False
100000003188607100,peripheral,0.6527777777777778,28,0.4435497783613083,1 payer / 1 recipient; 5k out; no role rule met; seed money in 10k,weak_signal,,2,False
100000002836052100,terminal,0.9,13,0.6091432089214796,1 payer → 15k in; no outgoing transfers although depth 2 was crawled; seed money in 15k,terminal_observed,,2,False
100000001102676100,transit,1.0,18,0.7430126155181589,"50k in from 1, 50k out to 1 (100%); 100% forwarded within 2 days; seed money in 7k",transit,,2,False
100000003390036100,peripheral,0.6649373108517078,13,0.675539478200232,2 payers / 2 recipients; 62k out; no role rule met; seed money in 231k,weak_signal,,2,False
100000008335401100,terminal,0.9,5,0.6371317901251383,1 payer → 150k in; no outgoing transfers although depth 2 was crawled; seed money in 43k,terminal_observed,,2,False
100000006994985100,peripheral,0.579381443298969,5,0.5953191651639546,1 payer / 1 recipient; 10k out; no role rule met; seed money in 48k,weak_signal,,2,False
100000008356606100,terminal,0.9,2,0.5377076330513139,2 payers → 168k in; no outgoing transfers although depth 2 was crawled; seed money in 5k,terminal_observed,,2,False
100000007930878100,terminal,0.9,33,0.4609603556388479,1 payer → 5k in; no outgoing transfers although depth 2 was crawled; seed money in 5k,terminal_observed,,2,False
100000008389800100,peripheral,0.0,2,0.48288814918526674,"189k in, 402k out (212%); 89% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 14k",weak_signal,transit,2,False
100000005474472100,terminal,0.9,12,0.5143497660127373,1 payer → 100k in; no outgoing transfers although depth 2 was crawled; seed money in 24k,terminal_observed,,2,False
100000004486525100,consolidator,0.7123123123123123,4,0.7816699989648993,8 payers → 361k in; sends on 75%; to 2 recipients; up to 5 payers same day; seed money in 14k; flags near_threshold,consolidator,,2,False
100000003031890100,terminal,0.9,22,0.4516989273086835,1 payer → 215k in; no outgoing transfers although depth 2 was crawled; seed money in 3k,terminal_observed,,2,False
100000008624978100,terminal,0.9,3,0.5875559090636696,1 payer → 109k in; no outgoing transfers although depth 2 was crawled; seed money in 14k,terminal_observed,,2,False
100000000790311100,terminal,0.9,2,0.5096509531099332,1 payer → 46k in; no outgoing transfers although depth 2 was crawled; seed money in 1k,terminal_observed,,2,False
100000008546855100,consolidator,0.730352416771138,11,0.7589922113203711,"6 payers → 72k in; sends on 14%; to 2 recipients; up to 5 payers same day; seed money in 8k; flags burst,near_threshold",consolidator,,2,False
100000002863356100,peripheral,0.44444444444444453,17,0.3701166395179699,1 payer / 1 recipient; 20k out; no role rule met; seed money in 851,weak_signal,,2,False
100000000332284100,consolidator,0.7747747747747749,4,0.7421173441129096,10 payers → 107k in; sends on 269%; to 3 recipients; up to 3 payers same day; seed money in 7k; flags near_threshold,consolidator,,2,False
100000002605308100,terminal,0.9,15,0.6344759393539882,3 payers → 2.57M in; no outgoing transfers although depth 2 was crawled; seed money in 30k; flags round_amounts,terminal_observed,,2,False
100000005931985100,terminal,0.9,10,0.4256852094989568,1 payer → 76k in; no outgoing transfers although depth 2 was crawled; seed money in 1k,terminal_observed,,2,False
100000001166289100,peripheral,0.8,17,0.35456742773815947,2 payers / 1 recipient; 25k out; no role rule met; seed money in 11k,weak_signal,,2,False
100000008477350100,distributor,0.7954545454545454,1,0.9042831382077503,pays 39 recipients 3.37M; from 11 payers; 72% passed on within 2 days; seed money in 59k,distributor,transit,2,False
100000003824464100,terminal,0.9,1,0.5462880740042603,1 payer → 200k in; no outgoing transfers although depth 2 was crawled; seed money in 6k,terminal_observed,,2,False
100000002738256100,transit,1.0,37,0.5754570333284302,"150k in from 1, 175k out to 1 (117%); 100% forwarded within 2 days; seed money in 150k",transit,,2,False
100000001857829100,peripheral,0.0,13,0.46920030290318543,"889k in, 2.39M out (269%); 99% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 8k",weak_signal,transit,2,False
100000008672762100,terminal,0.9,17,0.373793971354947,1 payer → 13k in; no outgoing transfers although depth 2 was crawled; seed money in 246,terminal_observed,,2,False
100000001737722100,terminal,0.9,18,0.5683520650261227,1 payer → 60k in; no outgoing transfers although depth 2 was crawled; seed money in 8k,terminal_observed,,2,False
100000005572303100,peripheral,0.6666666666666667,2,0.5540286305253047,1 payer / 1 recipient; 20k out; no role rule met; seed money in 12k,weak_signal,,2,False
100000008733049100,terminal,0.9,2,0.4598026770975774,1 payer → 10k in; no outgoing transfers although depth 2 was crawled; seed money in 286,terminal_observed,,2,False
100000000850297100,transit,1.0,10,0.40112426476062846,"18k in from 1, 18k out to 1 (100%); 100% forwarded within 2 days; seed money in 408",transit,,2,False
100000005140601100,peripheral,0.0,1,0.4937158484830325,"53k in, 195k out (371%); 64% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 28k; flags near_threshold",weak_signal,transit,2,False
100000004410489100,terminal,0.9,4,0.5195933688173158,1 payer → 54k in; no outgoing transfers although depth 2 was crawled; seed money in 2k,terminal_observed,,2,False
100000006852430100,terminal,0.9,8,0.64060482574895,1 payer → 37k in; no outgoing transfers although depth 2 was crawled; seed money in 37k,terminal_observed,,2,False
100000003166755100,terminal,0.9,4,0.4668849458206443,1 payer → 24k in; no outgoing transfers although depth 2 was crawled; seed money in 339,terminal_observed,,2,False
100000008258083100,peripheral,0.18810525480234963,26,0.48057279210272563,2 payers / 2 recipients; 2.05M out; no role rule met; seed money in 9k,weak_signal,,2,False
100000003054328100,transit,1.0,10,0.5623820756858451,"140k in from 1, 194k out to 2 (138%); 100% forwarded within 2 days; seed money in 2k",transit,,2,False
100000008473207100,terminal,0.9,13,0.6837794254645696,1 payer → 202k in; no outgoing transfers although depth 2 was crawled; seed money in 202k,terminal_observed,,2,False
100000008104567100,peripheral,0.06629318394024275,5,0.48120838032146235,3 payers / 3 recipients; 40k out; no role rule met; seed money in 8k,weak_signal,,2,False
100000002721825100,terminal,0.9,1,0.5667176953207996,1 payer → 11k in; no outgoing transfers although depth 2 was crawled; seed money in 11k,terminal_observed,,2,False
100000003509750100,transit,0.8818203912990643,19,0.6278703617949739,"82k in from 3, 78k out to 3 (95%); 71% forwarded within 2 days; seed money in 19k",transit,,2,False
100000007322059100,transit,0.5344827586206896,18,0.5643796386590179,"29k in from 2, 22k out to 1 (78%); 53% forwarded within 2 days; seed money in 6k",transit,,2,False
100000004441291100,terminal,0.9,8,0.6179960448253132,1 payer → 20k in; no outgoing transfers although depth 2 was crawled; seed money in 20k,terminal_observed,,2,False
100000006122699100,terminal,0.9,2,0.5460156790533731,2 payers → 46k in; no outgoing transfers although depth 2 was crawled; seed money in 6k,terminal_observed,,2,False
100000008254069100,coordinator,0.75,20,0.7981635132411186,pays 2 seeds back; downstream of 8 seeds; betweenness top 8%; seed money in 10k; flags near_threshold,coordinator,transit,2,False
100000003336565100,terminal,0.9,17,0.3837363870623295,1 payer → 17k in; no outgoing transfers although depth 2 was crawled; seed money in 313,terminal_observed,,2,False
100000002492277100,terminal,0.9,4,0.5176866041611053,1 payer → 138k in; no outgoing transfers although depth 2 was crawled; seed money in 2k,terminal_observed,,2,False
100000001339466100,terminal,0.9,4,0.5589544392205147,1 payer → 30k in; no outgoing transfers although depth 2 was crawled; seed money in 4k,terminal_observed,,2,False
100000005022964100,terminal,0.9,8,0.5974302260333302,1 payer → 20k in; no outgoing transfers although depth 2 was crawled; seed money in 11k,terminal_observed,,2,False
100000003112436100,terminal,0.9,16,0.5913694383760902,1 payer → 100k in; no outgoing transfers although depth 2 was crawled; seed money in 22k,terminal_observed,,2,False
100000000489417100,transit,0.7790596430126253,4,0.8064924428560792,"74k in from 3, 80k out to 1 (109%); 27% forwarded within 2 days; seed money in 24k",transit,,2,False
100000002217161100,peripheral,0.0,14,0.4431184863557369,"405k in, 995k out (246%); 57% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 4k; flags near_threshold",weak_signal,transit,2,False
100000002469065100,terminal,0.9,16,0.6150677991032759,1 payer → 200k in; no outgoing transfers although depth 2 was crawled; seed money in 43k,terminal_observed,,2,False
100000007337374100,terminal,0.9,17,0.39081865578539643,1 payer → 20k in; no outgoing transfers although depth 2 was crawled; seed money in 378,terminal_observed,,2,False
100000003249054100,consolidator,0.7747743229689067,4,0.6672314321981728,7 payers → 100k in; sends on 15%; to 1 recipient; up to 2 payers same day; seed money in 2k; flags near_threshold,consolidator,,2,False
100000003024542100,terminal,0.9,8,0.5854448481942939,1 payer → 8k in; no outgoing transfers although depth 2 was crawled; seed money in 8k,terminal_observed,,2,False
100000002718366100,consolidator,0.8,3,0.6580835017642113,6 payers → 2.52M in; sends on 0%; to 0 recipients; up to 3 payers same day; seed money in 52k,consolidator,terminal,2,False
100000005059998100,terminal,0.9,4,0.47437580697004206,1 payer → 18k in; no outgoing transfers although depth 2 was crawled; seed money in 423,terminal_observed,,2,False
100000004071070100,peripheral,0.7073170731707317,1,0.46098305521808847,2 payers / 1 recipient; 6k out; no role rule met; seed money in 36k; flags near_threshold,weak_signal,,2,False
100000001584286100,terminal,0.9,10,0.4863611848090784,2 payers → 739k in; no outgoing transfers although depth 2 was crawled; seed money in 414,terminal_observed,,2,False
100000008701256100,terminal,0.9,4,0.5142816672750155,1 payer → 58k in; no outgoing transfers although depth 2 was crawled; seed money in 2k,terminal_observed,,2,False
100000001490461100,peripheral,0.6875,5,0.5478997441303428,1 payer / 1 recipient; 5k out; no role rule met; seed money in 6k,weak_signal,,2,False
100000008531186100,terminal,0.9,4,0.6077131354293217,1 payer → 125k in; no outgoing transfers although depth 2 was crawled; seed money in 19k,terminal_observed,,2,False
100000004765639100,peripheral,0.0,16,0.3046737525673225,"5k in, 11k out (220%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 5k; flags near_threshold",weak_signal,transit,2,False
100000002983879100,terminal,0.9,4,0.6041720010677882,2 payers → 200k in; no outgoing transfers although depth 2 was crawled; seed money in 17k,terminal_observed,,2,False
100000008734364100,terminal,0.9,17,0.40103346644366605,1 payer → 26k in; no outgoing transfers although depth 2 was crawled; seed money in 496,terminal_observed,,2,False
100000003192220100,terminal,0.9,2,0.5842871696530233,1 payer → 60k in; no outgoing transfers although depth 2 was crawled; seed money in 18k,terminal_observed,,2,False
100000008060273100,terminal,0.9,13,0.594161486622684,1 payer → 10k in; no outgoing transfers although depth 2 was crawled; seed money in 10k,terminal_observed,,2,False
100000008205937100,terminal,0.9,8,0.594842473999902,1 payer → 35k in; no outgoing transfers although depth 2 was crawled; seed money in 11k,terminal_observed,,2,False
100000005507142100,peripheral,0.6833333333333333,18,0.4881771511483263,3 payers / 3 recipients; 100k out; no role rule met; seed money in 25k,weak_signal,,2,False
100000005539910100,peripheral,0.5666666666666667,8,0.6400146366886944,1 payer / 2 recipients; 22k out; no role rule met; seed money in 59k,weak_signal,,2,False
100000002459163100,terminal,0.9,39,0.5090380644704371,1 payer → 20k in; no outgoing transfers although depth 2 was crawled; seed money in 20k,terminal_observed,,2,False
100000004666651100,terminal,0.9,8,0.6354293216820933,1 payer → 429k in; no outgoing transfers although depth 2 was crawled; seed money in 34k,terminal_observed,,2,False
100000003927792100,terminal,0.9,2,0.4702898827067342,1 payer → 13k in; no outgoing transfers although depth 2 was crawled; seed money in 374,terminal_observed,,2,False
100000000607941100,peripheral,0.19999999999999996,2,0.47557888466979376,2 payers / 1 recipient; 70k out; no role rule met; seed money in 8k,weak_signal,,2,False
100000004158362100,terminal,0.9,4,0.5111491253398127,1 payer → 12k in; no outgoing transfers although depth 2 was crawled; seed money in 1k,terminal_observed,,2,False
100000005664922100,peripheral,0.6,12,0.4716972566196514,2 payers / 3 recipients; 537k out; no role rule met; seed money in 18k,weak_signal,,2,False
100000007594394100,consolidator,0.674874874874875,11,0.7899535294213786,6 payers → 395k in; sends on 854%; to 1 recipient; up to 2 payers same day; seed money in 9k,consolidator,transit,2,False
100000000979567100,terminal,0.9,9,0.48302434666071037,1 payer → 10k in; no outgoing transfers although depth 2 was crawled; seed money in 10k,terminal_observed,,2,False
100000002831727100,peripheral,0.0,11,0.3705933306820225,"6k in, 77k out (1283%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 492",weak_signal,transit,2,False
100000003062895100,terminal,0.9,3,0.5890540812935492,2 payers → 328k in; no outgoing transfers although depth 2 was crawled; seed money in 11k,terminal_observed,,2,False
100000008376089100,terminal,0.9,26,0.45912168972035944,1 payer → 135k in; no outgoing transfers although depth 2 was crawled; seed money in 282,terminal_observed,,2,False
100000003219438100,terminal,0.9,21,0.5755705312246333,1 payer → 32k in; no outgoing transfers although depth 2 was crawled; seed money in 14k,terminal_observed,,2,False
100000000967918100,terminal,0.9,1,0.5772049009299564,1 payer → 21k in; no outgoing transfers although depth 2 was crawled; seed money in 15k,terminal_observed,,2,False
100000003254723100,terminal,0.9,8,0.6741094047080745,1 payer → 270k in; no outgoing transfers although depth 2 was crawled; seed money in 134k,terminal_observed,,2,False
100000003823811100,coordinator,0.875,20,0.7930234205178772,pays 3 seeds back; downstream of 7 seeds; betweenness top 6%; seed money in 12k,coordinator,,2,False
100000008587459100,peripheral,0.7333333333333334,4,0.47060767681610255,2 payers / 2 recipients; 686k out; no role rule met; seed money in 809,weak_signal,,2,False
100000008603331100,peripheral,0.0,3,0.43460614414051224,"40k in, 742k out (1878%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 3k",weak_signal,transit,2,False
100000008758168100,peripheral,0.0,3,0.47914271861056784,"75k in, 1.53M out (2034%); 87% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 8k",weak_signal,transit,2,False
100000003724440100,terminal,0.9,4,0.5091061632081588,2 payers → 50k in; no outgoing transfers although depth 2 was crawled; seed money in 1k,terminal_observed,,2,False
100000000291906100,transit,0.562796391752577,1,0.5697821385182804,"388k in from 2, 456k out to 2 (117%); 43% forwarded within 2 days; seed money in 10k",transit,,2,False
100000005077484100,peripheral,0.5666666666666667,25,0.5036128650319338,1 payer / 2 recipients; 14k out; no role rule met; seed money in 53k,weak_signal,,2,False
100000004192107100,terminal,0.9,18,0.5447899017743808,1 payer → 25k in; no outgoing transfers although depth 2 was crawled; seed money in 3k,terminal_observed,,2,False
100000002193259100,transit,0.8333333333333334,12,0.7385662219365102,"48k in from 2, 58k out to 3 (121%); 83% forwarded within 2 days; seed money in 6k",transit,,2,False
100000005481280100,coordinator,0.75,2,0.6525221048502645,pays 2 seeds back; downstream of 7 seeds; betweenness top 11%; seed money in 935,coordinator,transit,2,False
100000004527381100,peripheral,0.0,2,0.5046116465185202,"119k in, 274k out (229%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 22k",weak_signal,transit,2,False
100000001578517100,terminal,0.9,16,0.5481948386604707,1 payer → 30k in; no outgoing transfers although depth 2 was crawled; seed money in 6k,terminal_observed,,2,False
100000003741418100,consolidator,0.8185977616853193,4,0.6688204027450148,9 payers → 152k in; sends on 26%; to 3 recipients; up to 2 payers same day; seed money in 2k; flags near_threshold,consolidator,,2,False
100000008737514100,terminal,0.9,2,0.5232707006542927,1 payer → 85k in; no outgoing transfers although depth 2 was crawled; seed money in 2k,terminal_observed,,2,False
100000002870463100,peripheral,0.7,19,0.5857853418829029,3 payers / 1 recipient; 10k out; no role rule met; seed money in 34k; flags round_amounts,weak_signal,,2,False
100000008545727100,peripheral,0.0,5,0.4866335797599656,"30k in, 1.87M out (6222%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 9k",weak_signal,transit,2,False
100000000425407100,terminal,0.9,4,0.5431555320690576,1 payer → 20k in; no outgoing transfers although depth 2 was crawled; seed money in 6k,terminal_observed,,2,False
100000001418900100,terminal,0.9,17,0.41410842408625115,1 payer → 40k in; no outgoing transfers although depth 2 was crawled; seed money in 759,terminal_observed,,2,False
100000001677929100,peripheral,0.0,5,0.4444123623724511,"127k in, 286k out (226%); 61% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 125k",weak_signal,transit,2,False
100000002539625100,terminal,0.9,3,0.5665814978453559,1 payer → 95k in; no outgoing transfers although depth 2 was crawled; seed money in 6k,terminal_observed,,2,False
100000001965374100,peripheral,0.6,12,0.5335990092087654,2 payers / 3 recipients; 3.08M out; no role rule met; seed money in 152k,weak_signal,,2,False
100000001287955100,peripheral,0.0,10,0.30617192479720196,"18k in, 310k out (1769%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 408",weak_signal,transit,2,False
100000005402643100,peripheral,0.11971830985915499,3,0.38888919154994545,1 payer / 1 recipient; 90k out; no role rule met; seed money in 15k,weak_signal,,2,False
100000008752616100,peripheral,0.0,3,0.4800961009386731,"65k in, 1.26M out (1961%); 84% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 7k",weak_signal,transit,2,False
100000000733373100,terminal,0.9,2,0.5475138512832527,1 payer → 11k in; no outgoing transfers although depth 2 was crawled; seed money in 6k,terminal_observed,,2,False
100000008531133100,peripheral,0.0,2,0.49323915731897994,"25k in, 158k out (633%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 25k",weak_signal,transit,2,False
100000005933757100,distributor,1.0,15,0.7585818029277009,pays 34 recipients 3.00M; from 4 payers; 100% passed on within 2 days; seed money in 6k; flags repeat_amount,distributor,transit,2,False
100000006490557100,terminal,0.9,5,0.397356134606689,1 payer → 5k in; no outgoing transfers although depth 2 was crawled; seed money in 460,terminal_observed,,2,False
100000008497298100,terminal,0.9,3,0.5503058995298463,1 payer → 600k in; no outgoing transfers although depth 2 was crawled; seed money in 68k,terminal_observed,,2,False
100000005168487100,peripheral,0.0,2,0.35493062100600903,"15k in, 104k out (690%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 15k; flags repeat_amount,near_threshold",weak_signal,transit,2,False
100000005799271100,terminal,0.9,2,0.6303219163529586,1 payer → 45k in; no outgoing transfers although depth 2 was crawled; seed money in 45k,terminal_observed,,2,False
100000000912487100,terminal,0.9,4,0.5334855113125623,1 payer → 10k in; no outgoing transfers although depth 2 was crawled; seed money in 1k,terminal_observed,,2,False
100000007982908100,terminal,0.9,17,0.4045746008051995,1 payer → 31k in; no outgoing transfers although depth 2 was crawled; seed money in 588,terminal_observed,,2,False
100000005413948100,peripheral,0.7784866205918837,3,0.5442905110310875,2 payers / 1 recipient; 5k out; no role rule met; seed money in 4k,weak_signal,,2,False
100000000724540100,peripheral,0.7833333333333333,3,0.5545507208478384,1 payer / 1 recipient; 100k out; no role rule met; seed money in 6k,weak_signal,,2,False
100000005730108100,terminal,0.9,1,0.5430193345936141,1 payer → 8k in; no outgoing transfers although depth 2 was crawled; seed money in 6k,terminal_observed,,2,False
100000002566204100,terminal,0.9,10,0.43644481005900077,1 payer → 81k in; no outgoing transfers although depth 2 was crawled; seed money in 2k,terminal_observed,,2,False
100000000625169100,terminal,0.9,17,0.36453254302478255,1 payer → 10k in; no outgoing transfers although depth 2 was crawled; seed money in 189,terminal_observed,,2,False
100000001114385100,terminal,0.9,4,0.4732862271664933,1 payer → 30k in; no outgoing transfers although depth 2 was crawled; seed money in 417,terminal_observed,,2,False
100000002964966100,terminal,0.9,18,0.6145230092015015,1 payer → 200k in; no outgoing transfers although depth 2 was crawled; seed money in 27k,terminal_observed,,2,False
100000008771814100,terminal,0.9,17,0.39613035732769664,1 payer → 24k in; no outgoing transfers although depth 2 was crawled; seed money in 448,terminal_observed,,2,False
100000001241318100,terminal,0.9,1,0.5752981362737462,1 payer → 53k in; no outgoing transfers although depth 2 was crawled; seed money in 14k,terminal_observed,,2,False
100000001250022100,terminal,0.9,19,0.4899704179083338,1 payer → 50k in; no outgoing transfers although depth 2 was crawled; seed money in 12k,terminal_observed,,2,False
100000006534886100,peripheral,0.0,2,0.3959260611145312,"72k in, 168k out (234%); 81% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 72k; flags near_threshold",weak_signal,transit,2,False
100000008655035100,terminal,0.9,5,0.5257222552122774,1 payer → 30k in; no outgoing transfers although depth 2 was crawled; seed money in 30k,terminal_observed,,2,False
100000005932987100,terminal,0.9,21,0.5672624852225739,1 payer → 25k in; no outgoing transfers although depth 2 was crawled; seed money in 11k,terminal_observed,,2,False
100000008636603100,coordinator,0.875,2,0.8120502078373476,pays 3 seeds back; on cycles with 1 seed; downstream of 7 seeds; betweenness top 1%; seed money in 13k,coordinator,transit,2,False
100000008710843100,distributor,0.825,3,0.6532484913859637,pays 13 recipients 1.99M; from 2 payers; 44% passed on within 2 days; seed money in 472,distributor,,2,False
100000000917179100,terminal,0.9,15,0.5307615618036905,1 payer → 94k in; no outgoing transfers although depth 2 was crawled; seed money in 3k,terminal_observed,,2,False
100000004209339100,peripheral,0.3790613718411552,29,0.5321689357166076,1 payer / 2 recipients; 238k out; no role rule met; seed money in 25k; flags near_threshold,weak_signal,,2,False
100000008765627100,terminal,0.9,19,0.49596310682785194,1 payer → 60k in; no outgoing transfers although depth 2 was crawled; seed money in 14k,terminal_observed,,2,False
100000002443664100,terminal,0.9,3,0.5785668756843924,3 payers → 557k in; no outgoing transfers although depth 2 was crawled; seed money in 9k,terminal_observed,,2,False
100000008144528100,consolidator,0.75,2,0.6246243219635681,5 payers → 1.07M in; sends on 0%; to 0 recipients; up to 2 payers same day; seed money in 41k; flags near_threshold,consolidator,terminal,2,False
100000003988112100,peripheral,0.04347826086956519,20,0.3841903786471414,1 payer / 1 recipient; 64k out; no role rule met; seed money in 36k; flags burst,weak_signal,,2,False
100000008008463100,terminal,0.9,19,0.49242197246631847,1 payer → 54k in; no outgoing transfers although depth 2 was crawled; seed money in 13k,terminal_observed,,2,False
100000006679055100,terminal,0.9,4,0.555140909908094,1 payer → 25k in; no outgoing transfers although depth 2 was crawled; seed money in 4k,terminal_observed,,2,False
100000007382543100,peripheral,0.08256880733944949,21,0.4739899141229518,3 payers / 5 recipients; 427k out; no role rule met; seed money in 7k; flags round_amounts,weak_signal,,2,False
100000007749092100,peripheral,0.7833333333333333,2,0.4169231719120855,1 payer / 1 recipient; 70k out; no role rule met; seed money in 8k,weak_signal,,2,False
100000004221668100,transit,0.6182752813967917,3,0.5489212251961698,"1.13M in from 4, 731k out to 3 (65%); 62% forwarded within 2 days; seed money in 76k; flags near_threshold",transit,,2,False
100000008174521100,terminal,0.9,2,0.621060488022794,1 payer → 82k in; no outgoing transfers although depth 2 was crawled; seed money in 49k,terminal_observed,,2,False
100000002692750100,peripheral,0.14694673402463887,19,0.5226805115940372,"3 payers / 1 recipient; 77k out; no role rule met; seed money in 42k; flags repeat_amount,near_threshold",weak_signal,,2,False
100000002173070100,terminal,0.9,16,0.5481948386604707,1 payer → 30k in; no outgoing transfers although depth 2 was crawled; seed money in 6k,terminal_observed,,2,False
100000005911352100,peripheral,0.5000000000000001,31,0.5248142720426534,2 payers / 3 recipients; 24k out; no role rule met; seed money in 5k,weak_signal,,2,False
100000003068941100,peripheral,0.46808510638297873,19,0.5180497974289549,3 payers / 1 recipient; 25k out; no role rule met; seed money in 7k,weak_signal,,2,False
100000001420847100,terminal,0.9,11,0.5138730748486847,1 payer → 20k in; no outgoing transfers although depth 2 was crawled; seed money in 2k,terminal_observed,,2,False
100000005602999100,peripheral,0.0,29,0.4126102518563716,"5k in, 16k out (320%); 100% forwarded within 2 days, but most outflow comes from outside the graph; seed money in 909; flags near_threshold",weak_signal,transit,2,False
100000000723383100,peripheral,0.5666666666666667,16,0.5416119606806968,1 payer / 2 recipients; 75k out; no role rule met; seed money in 7k,weak_signal,,2,False
100000006977207100,distributor,0.875,13,0.6244881244881245,pays 15 recipients 4.16M; from 1 payer; 0% passed on within 2 days; seed money in 9k,distributor,,2,False
100000001273783100,terminal,0.9,10,0.40294023109987637,1 payer → 23k in; no outgoing transfers although depth 2 was crawled; seed money in 541,terminal_observed,,2,False
100000000201868100,transit,1.0,2,0.6351796263104468,"190k in from 1, 190k out to 1 (100%); 100% forwarded within 2 days; seed money in 57k",transit,,2,False
100000007777377100,peripheral,0.5666666666666667,16,0.6298679247681466,1 payer / 2 recipients; 10k out; no role rule met; seed money in 98k,weak_signal,,2,False
100000004192865100,terminal,0.9,25,0.5089018669949934,1 payer → 67k in; no outgoing transfers although depth 2 was crawled; seed money in 20k,terminal_observed,,2,False
100000006901046100,peripheral,0.7833333333333333,2,0.49864165717824255,1 payer / 1 recipient; 6k out; no role rule met; seed money in 76k,weak_signal,,2,False
